LocalIP,RemoteIP,Port,TimeIndex,NumPackets,NumBytes,StartTime,EndTime,Protocol,DirAndReason 
10.1.106.65, 12.187.144.98, 3544, 0, 1, 363, 1473840869000, 1475017068000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 8, 747, 1473840869000, 1475667413000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 4, 477, 1473840869000, 1475674334000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 5, 266, 1473840869000, 1474342417000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 4, 469, 1473840869000, 1476264087000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 5, 619, 1473840869000, 1475993144000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 6, 476, 1473840869000, 1475634730000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 4, 410, 1473840869000, 1475267043000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 12, 518, 1473840869000, 1475708800000, 17, 5 
10.1.104.180, 205.214.33.166, 3544, 0, 10, 343, 1473840869000, 1475668367000, 17, 5 
10.1.106.65, 143.174.50.249, 3544, 0, 7, 635, 1473840869000, 1475361810000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 8, 647, 1473840869000, 1476456718000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 15, 320, 1473840869000, 1475022762000, 17, 5 
10.1.104.180, 71.79.25.142, 3544, 0, 7, 379, 1473840869000, 1475230870000, 17, 5 
10.1.104.180, 213.189.202.149, 3544, 0, 3, 180, 1473840869000, 1475539938000, 17, 5 
10.1.104.180, 95.23.174.207, 3544, 0, 7, 698, 1473840869000, 1476331592000, 17, 5 
10.1.104.180, 205.214.33.166, 3544, 0, 7, 550, 1473840869000, 1475607509000, 17, 5 
10.1.106.65, 152.201.219.184, 3544, 0, 7, 206, 1473840869000, 1474641257000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 6, 419, 1473840869000, 1475611677000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 7, 495, 1473840869000, 1476345279000, 17, 5 
10.1.106.65, 143.174.50.249, 3544, 0, 6, 196, 1473840869000, 1474740390000, 17, 5 
10.1.104.180, 197.199.55.48, 3544, 0, 8, 420, 1473840869000, 1475241532000, 17, 5 
10.1.106.65, 65.10.200.178, 3544, 0, 4, 562, 1473840869000, 1475938881000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 4, 576, 1473840869000, 1475341296000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 7, 460, 1473840869000, 1475255784000, 17, 5 
10.1.106.65, 26.172.29.198, 3544, 0, 4, 534, 1473840869000, 1475341569000, 17, 5 
10.1.106.65, 12.187.144.98, 3544, 0, 8, 460, 1473840869000, 1475074813000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 5, 659, 1473840869000, 1475348630000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 5, 582, 1473840869000, 1475045462000, 17, 5 
10.1.104.180, 63.122.197.118, 3544, 0, 9, 438, 1473840869000, 1475344059000, 17, 5 
10.1.106.65, 12.187.144.98, 3544, 0, 2, 373, 1473840869000, 1475214695000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 3, 692, 1473840869000, 1476645198000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 10, 417, 1473840869000, 1475880889000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 10, 425, 1473840869000, 1476042997000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 6, 719, 1473840869000, 1474238348000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 7, 751, 1473840869000, 1474914862000, 17, 5 
10.1.106.65, 224.0.0.253, 3544, 0, 5, 309, 1473840869000, 1474750438000, 17, 5 
10.1.106.65, 220.87.255.189, 3544, 0, 5, 399, 1473840869000, 1475272493000, 17, 5 
10.1.106.65, 224.0.0.253, 3544, 0, 1, 484, 1473840869000, 1475465422000, 17, 5 
10.1.106.65, 12.187.144.98, 3544, 0, 9, 311, 1473840869000, 1475521782000, 17, 5 
10.1.106.65, 125.125.30.194, 3544, 0, 7, 545, 1473840869000, 1475141293000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 6, 594, 1473840869000, 1475943766000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 10, 267, 1473840869000, 1474883868000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 2, 455, 1473840869000, 1475608201000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 12, 179, 1473840869000, 1475393661000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 6, 475, 1473840869000, 1475391228000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 9, 587, 1473840869000, 1475165708000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 5, 478, 1473840869000, 1475931252000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 7, 454, 1473840869000, 1475878231000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 12, 201, 1473840869000, 1475533148000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 7, 207, 1473840869000, 1475504081000, 17, 5 
10.1.106.65, 26.172.29.198, 3544, 0, 13, 509, 1473840869000, 1475128773000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 4, 328, 1473840869000, 1475544898000, 17, 5 
10.1.106.65, 220.87.255.189, 3544, 0, 4, 483, 1473840869000, 1475394565000, 17, 5 
10.1.106.65, 141.122.188.139, 3544, 0, 7, 224, 1473840869000, 1474034884000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 7, 381, 1473840869000, 1474427312000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 11, 369, 1473840869000, 1475783241000, 17, 5 
10.1.106.65, 8.173.23.113, 3544, 0, 3, 376, 1473840869000, 1474861051000, 17, 5 
10.1.104.180, 248.45.208.63, 3544, 0, 7, 483, 1473840869000, 1475355221000, 17, 5 
10.1.104.180, 216.225.216.96, 3544, 0, 8, 530, 1473840869000, 1475710020000, 17, 5 
10.1.104.180, 80.142.225.164, 3544, 0, 4, 310, 1473840869000, 1475042713000, 17, 5 
10.1.104.180, 101.51.100.13, 3544, 0, 6, 544, 1473840869000, 1474885389000, 17, 5 
10.1.104.180, 39.214.111.231, 3544, 0, 8, 606, 1473840869000, 1476069492000, 17, 5 
10.1.106.65, 218.134.57.102, 3544, 0, 6, 341, 1473840869000, 1476010437000, 17, 5 
10.1.106.65, 125.125.30.194, 3544, 0, 12, 659, 1473840869000, 1475993237000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 6, 445, 1473840869000, 1475064462000, 17, 5 
10.1.106.65, 152.201.219.184, 3544, 0, 8, 434, 1473840869000, 1475925182000, 17, 5 
10.1.106.65, 218.134.57.102, 3544, 0, 11, 509, 1473840869000, 1475964876000, 17, 5 
10.1.106.65, 124.10.240.32, 3544, 0, 3, 712, 1473840869000, 1475822738000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 7, 490, 1473840869000, 1474591348000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 3, 603, 1473840869000, 1475576088000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 8, 456, 1473840869000, 1475035346000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 5, 455, 1473840869000, 1475953379000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 7, 623, 1473840869000, 1475659559000, 17, 5 
10.1.104.180, 10.133.167.53, 3544, 0, 10, 508, 1473840869000, 1474165903000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 8, 660, 1473840869000, 1475400457000, 17, 5 
10.1.106.65, 125.125.30.194, 3544, 0, 4, 438, 1473840869000, 1475361512000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 9, 523, 1473840869000, 1473916008000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 5, 476, 1473840869000, 1475290738000, 17, 5 
10.1.106.65, 220.87.255.189, 3544, 0, 4, 733, 1473840869000, 1475544027000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 8, 379, 1473840869000, 1474846129000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 8, 365, 1473840869000, 1475422449000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 6, 148, 1473840869000, 1475131448000, 17, 5 
10.1.104.180, 213.189.202.149, 3544, 0, 8, 498, 1473840869000, 1474682900000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 9, 233, 1473840869000, 1475625174000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 6, 569, 1473840869000, 1476508015000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 6, 421, 1473840869000, 1475686379000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 5, 337, 1473840869000, 1475418449000, 17, 5 
10.1.106.65, 124.10.240.32, 3544, 0, 8, 236, 1473840869000, 1475260443000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 2, 420, 1473840869000, 1475332726000, 17, 5 
10.1.104.180, 180.220.209.12, 3544, 0, 10, 270, 1473840869000, 1476081028000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 9, 328, 1473840869000, 1474849906000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 11, 587, 1473840869000, 1476217836000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 9, 683, 1473840869000, 1475788557000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 10, 373, 1473840869000, 1475209186000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 4, 266, 1473840869000, 1475891895000, 17, 5 
10.1.104.180, 197.199.55.48, 3544, 0, 5, 626, 1473840869000, 1475183878000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 9, 162, 1473840869000, 1474590543000, 17, 5 
10.1.106.65, 218.134.57.102, 3544, 0, 9, 554, 1473840869000, 1475106796000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 8, 256, 1473840869000, 1475917165000, 17, 5 
10.1.104.180, 155.25.122.69, 3544, 0, 3, 327, 1473840869000, 1475839146000, 17, 5 
10.1.104.180, 137.250.32.247, 3544, 0, 9, 451, 1473840869000, 1475074663000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 8, 324, 1473840869000, 1476273578000, 17, 5 
10.1.104.180, 205.214.33.166, 3544, 0, 4, 808, 1473840869000, 1476369210000, 17, 5 
10.1.104.180, 71.79.25.142, 3544, 0, 9, 175, 1473840869000, 1475525146000, 17, 5 
10.1.106.65, 125.125.30.194, 3544, 0, 8, 264, 1473840869000, 1475291784000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 7, 543, 1473840869000, 1475225706000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 6, 530, 1473840869000, 1474967999000, 17, 5 
10.1.104.180, 71.79.25.142, 3544, 0, 4, 587, 1473840869000, 1475666063000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 10, 609, 1473840869000, 1475416824000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 6, 617, 1473840869000, 1476547064000, 17, 5 
10.1.106.65, 141.122.188.139, 3544, 0, 10, 429, 1473840869000, 1474688933000, 17, 5 
10.1.104.180, 10.133.167.53, 3544, 0, 8, 608, 1473840869000, 1475041944000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 5, 493, 1473840869000, 1475518147000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 9, 351, 1473840869000, 1475819522000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 4, 651, 1473840869000, 1475291368000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 7, 325, 1473840869000, 1475283462000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 5, 778, 1473840869000, 1475214259000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 5, 211, 1473840869000, 1475486701000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 7, 235, 1473840869000, 1475470141000, 17, 5 
10.1.104.180, 188.8.62.52, 3544, 0, 9, 737, 1473840869000, 1476134513000, 17, 5 
10.1.106.65, 105.158.97.249, 3544, 0, 6, 503, 1473840869000, 1474897182000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 7, 548, 1473840869000, 1475502345000, 17, 5 
10.1.104.180, 137.250.32.247, 3544, 0, 9, 520, 1473840869000, 1476137061000, 17, 5 
10.1.104.180, 213.189.202.149, 3544, 0, 4, 639, 1473840869000, 1475584095000, 17, 5 
10.1.106.65, 62.9.110.100, 3544, 0, 9, 328, 1473840869000, 1476008802000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 8, 531, 1473840869000, 1476330755000, 17, 5 
10.1.104.180, 10.133.167.53, 3544, 0, 8, 691, 1473840869000, 1474911100000, 17, 5 
10.1.106.65, 78.6.34.42, 3544, 0, 8, 403, 1473840869000, 1475465615000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 8, 583, 1473840869000, 1475624447000, 17, 5 
10.1.104.180, 10.133.167.53, 3544, 0, 7, 528, 1473840869000, 1475096904000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 8, 440, 1473840869000, 1475092504000, 17, 5 
10.1.106.65, 152.201.219.184, 3544, 0, 9, 195, 1473840869000, 1475742655000, 17, 5 
10.1.104.180, 191.137.15.235, 3544, 0, 8, 624, 1473840869000, 1475337735000, 17, 5 
10.1.106.65, 152.201.219.184, 3544, 0, 8, 585, 1473840869000, 1475062914000, 17, 5 
10.1.104.180, 137.250.32.247, 3544, 0, 10, 268, 1473840869000, 1475030771000, 17, 5 
10.1.104.180, 137.250.32.247, 3544, 0, 6, 480, 1473840869000, 1474856582000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 2, 190, 1473840869000, 1475942792000, 17, 5 
10.1.106.65, 56.166.125.73, 3544, 0, 6, 551, 1473840869000, 1475530448000, 17, 5 
10.1.104.180, 10.10.41.39, 3544, 0, 6, 596, 1473840869000, 1475363349000, 17, 5 
10.1.106.65, 97.237.92.169, 3544, 0, 2, 368, 1473840869000, 1475068174000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 7, 420, 1473840869000, 1474418085000, 17, 5 
10.1.106.65, 105.140.102.94, 3544, 0, 5, 394, 1473840869000, 1475460363000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 7, 797, 1473840869000, 1474731760000, 17, 5 
10.1.106.65, 97.237.92.169, 3544, 0, 5, 507, 1473840869000, 1475405185000, 17, 5 
10.1.104.180, 161.250.87.238, 3544, 0, 11, 267, 1473840869000, 1475273211000, 17, 5 
10.1.106.65, 97.237.92.169, 3544, 0, 7, 426, 1473840869000, 1475362382000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 7, 812, 1473840869000, 1474730597000, 17, 5 
10.1.104.180, 164.14.54.251, 3544, 0, 9, 527, 1473840869000, 1474948092000, 17, 5 
10.1.104.180, 19.71.178.220, 3544, 0, 8, 407, 1473840869000, 1476904910000, 17, 5 
10.1.104.180, 161.250.87.238, 3544, 0, 5, 431, 1473840869000, 1476055231000, 17, 5 
10.1.106.65, 113.233.235.71, 3544, 0, 9, 824, 1473840869000, 1474508745000, 17, 5 
10.1.104.180, 76.59.187.71, 3544, 0, 7, 474, 1473840869000, 1475944920000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 8, 213, 1473840869000, 1475065251000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 6, 516, 1473840869000, 1476006246000, 17, 5 
10.1.104.180, 224.0.0.253, 3544, 0, 11, 479, 1473840869000, 1475159542000, 17, 5 
10.1.104.180, 9.54.218.196, 3544, 0, 6, 118, 1473840869000, 1475381367000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 4, 103, 1473840869000, 1476055029000, 17, 5 
10.1.106.65, 105.140.102.94, 3544, 0, 9, 367, 1473840869000, 1474940881000, 17, 5 
10.1.106.65, 105.140.102.94, 3544, 0, 10, 513, 1473840869000, 1475804751000, 17, 5 
10.1.104.180, 63.21.127.166, 3544, 0, 1, 507, 1473840869000, 1474972875000, 17, 5 
10.1.106.65, 45.106.116.155, 3544, 0, 9, 235, 1473840869000, 1475144068000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 7, 613, 1473840869000, 1475849537000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 6, 591, 1473840869000, 1475562704000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 11, 351, 1473840869000, 1475709038000, 17, 5 
10.1.106.65, 111.130.28.101, 3544, 0, 6, 549, 1473840869000, 1475162889000, 17, 5 
10.1.106.65, 224.0.0.253, 3544, 0, 10, 482, 1473840869000, 1475679924000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 7, 586, 1473840869000, 1475483165000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 12, 477, 1473840869000, 1474459611000, 17, 5 
10.1.106.65, 222.9.177.16, 3544, 0, 5, 717, 1473840869000, 1475542132000, 17, 5 
10.1.106.65, 19.31.26.14, 3544, 0, 7, 203, 1473840869000, 1475430381000, 17, 5 
10.1.104.180, 26.243.187.248, 3544, 0, 9, 805, 1473840869000, 1475711802000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 4, 463, 1473840869000, 1475495321000, 17, 5 
10.1.106.65, 111.130.28.101, 3544, 0, 7, 578, 1473840869000, 1474644731000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 6, 338, 1473840869000, 1475757616000, 17, 5 
10.1.106.65, 176.223.146.205, 3544, 0, 10, 417, 1473840869000, 1475613949000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 4, 622, 1473840869000, 1474985922000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 7, 416, 1473840869000, 1475733852000, 17, 5 
10.1.104.180, 161.250.87.238, 3544, 0, 7, 92, 1473840869000, 1474757196000, 17, 5 
10.1.104.180, 76.59.187.71, 3544, 0, 8, 628, 1473840869000, 1475904153000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 6, 567, 1473840869000, 1475510553000, 17, 5 
10.1.106.65, 176.223.146.205, 3544, 0, 9, 498, 1473840869000, 1474594270000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 5, 338, 1473840869000, 1475312764000, 17, 5 
10.1.106.65, 224.0.0.253, 3544, 0, 7, 583, 1473840869000, 1475337251000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 5, 308, 1473840869000, 1475116281000, 17, 5 
10.1.104.180, 116.242.195.151, 3544, 0, 7, 532, 1473840869000, 1475671609000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 8, 547, 1473840869000, 1475054316000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 9, 603, 1473840869000, 1475388225000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 5, 697, 1473840869000, 1474494256000, 17, 5 
10.1.104.180, 150.0.102.74, 3544, 0, 7, 548, 1473840869000, 1474428330000, 17, 5 
10.1.104.180, 154.62.216.12, 3544, 0, 6, 613, 1473840869000, 1474783796000, 17, 5 
10.1.106.65, 97.237.92.169, 3544, 0, 7, 137, 1473840869000, 1475547052000, 17, 5 
10.1.106.65, 97.237.92.169, 3544, 0, 4, 374, 1473840869000, 1475378707000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 6, 368, 1473840869000, 1475354371000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 6, 431, 1473840869000, 1475542256000, 17, 5 
10.1.106.65, 154.214.70.111, 3544, 0, 4, 38, 1473840869000, 1475063151000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 3, 625, 1473840869000, 1475633303000, 17, 5 
10.1.104.180, 205.214.33.166, 3544, 0, 7, 288, 1473840869000, 1475791951000, 17, 5 
10.1.104.180, 10.10.41.39, 3544, 0, 7, 364, 1473840869000, 1475518570000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 6, 412, 1473840869000, 1475354901000, 17, 5 
10.1.106.65, 89.82.140.1, 3544, 0, 1, 319, 1473840869000, 1474568027000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 5, 78, 1473840869000, 1475679032000, 17, 5 
10.1.106.65, 12.187.144.98, 3544, 0, 8, 536, 1473840869000, 1474679587000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 6, 492, 1473840869000, 1475417785000, 17, 5 
10.1.106.65, 125.125.30.194, 3544, 0, 3, 497, 1473840869000, 1474573889000, 17, 5 
10.1.106.65, 65.4.81.187, 3544, 0, 12, 503, 1473840869000, 1475586946000, 17, 5 
10.1.106.65, 183.114.220.254, 3544, 0, 10, 325, 1473840869000, 1475688988000, 17, 5 
10.1.104.180, 123.34.119.47, 3544, 0, 8, 339, 1473840869000, 1475309885000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 3, 255, 1473840869000, 1475248903000, 17, 5 
10.1.104.180, 255.106.6.17, 3544, 0, 9, 620, 1473840869000, 1475342034000, 17, 5 
10.1.104.180, 10.10.41.39, 3544, 0, 8, 495, 1473840869000, 1475202988000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 7, 472, 1473840869000, 1474941644000, 17, 5 
10.1.104.180, 205.214.33.166, 3544, 0, 10, 441, 1473840869000, 1476148986000, 17, 5 
10.1.104.180, 75.43.129.23, 3544, 0, 8, 588, 1473840869000, 1475424620000, 17, 5 
10.1.104.180, 63.122.197.118, 3544, 0, 11, 300, 1473840869000, 1476365631000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 7, 599, 1473840869000, 1475384350000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 9, 588, 1473840869000, 1474810686000, 17, 5 
10.1.104.180, 80.142.225.164, 3544, 0, 2, 657, 1473840869000, 1475351699000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 8, 464, 1473840869000, 1475327720000, 17, 5 
10.1.104.180, 255.106.6.17, 3544, 0, 9, 938, 1473840869000, 1475790956000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 8, 377, 1473840869000, 1474891917000, 17, 5 
10.1.106.65, 56.166.125.73, 3544, 0, 8, 385, 1473840869000, 1474660026000, 17, 5 
10.1.104.180, 150.0.102.74, 3544, 0, 10, 272, 1473840869000, 1475684947000, 17, 5 
10.1.104.180, 213.189.202.149, 3544, 0, 6, 388, 1473840869000, 1474746466000, 17, 5 
10.1.106.65, 230.125.31.38, 3544, 0, 7, 640, 1473840869000, 1475540428000, 17, 5 
10.1.104.180, 95.23.174.207, 3544, 0, 6, 439, 1473840869000, 1475887526000, 17, 5 
10.1.104.180, 101.39.54.8, 3544, 0, 6, 547, 1473840869000, 1476393618000, 17, 5 
10.1.106.65, 111.130.28.101, 3544, 0, 10, 374, 1473840869000, 1475531202000, 17, 5 
10.1.106.65, 124.59.237.161, 3544, 0, 6, 464, 1473840869000, 1475361808000, 17, 5 
10.1.106.65, 230.125.31.38, 3544, 0, 6, 98, 1473840869000, 1476102891000, 17, 5 
10.1.106.65, 230.125.31.38, 3544, 0, 7, 497, 1473840869000, 1475257346000, 17, 5 
10.1.104.180, 154.62.216.12, 3544, 0, 10, 392, 1473840869000, 1474601368000, 17, 5 
10.1.104.180, 141.181.143.217, 3544, 0, 9, 460, 1473840869000, 1475476234000, 17, 5 
10.1.106.65, 151.21.190.242, 3544, 0, 3, 419, 1473840869000, 1474689860000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 9, 452, 1473840869000, 1476439485000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 8, 341, 1473840869000, 1475095654000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 11, 547, 1473840869000, 1475181296000, 17, 5 
10.1.104.180, 76.59.187.71, 3544, 0, 8, 280, 1473840869000, 1476067980000, 17, 5 
10.1.104.180, 95.23.174.207, 3544, 0, 7, 397, 1473840869000, 1475157607000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 8, 667, 1473840869000, 1475473028000, 17, 5 
10.1.106.65, 105.140.102.94, 3544, 0, 10, 718, 1473840869000, 1474695524000, 17, 5 
10.1.106.65, 198.248.130.177, 3544, 0, 8, 258, 1473840869000, 1475112563000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 9, 309, 1473840869000, 1474670487000, 17, 5 
10.1.106.65, 230.125.31.38, 3544, 0, 9, 361, 1473840869000, 1475191856000, 17, 5 
10.1.104.180, 162.146.58.118, 3544, 0, 6, 469, 1473840869000, 1475031580000, 17, 5 
10.1.104.180, 63.122.197.118, 3544, 0, 4, 707, 1473840869000, 1474683226000, 17, 5 
10.1.106.65, 12.187.144.98, 3544, 0, 9, 461, 1473840869000, 1475278223000, 17, 5 
10.1.106.65, 121.244.227.226, 3544, 0, 3, 384, 1473840869000, 1475305075000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 6, 208, 1473840869000, 1474463509000, 17, 5 
10.1.104.180, 255.230.114.245, 3544, 0, 12, 455, 1473840869000, 1475953953000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 7, 465, 1473840869000, 1475379877000, 17, 5 
10.1.104.180, 137.250.32.247, 3544, 0, 6, 868, 1473840869000, 1475675998000, 17, 5 
10.1.104.180, 81.112.182.41, 3544, 0, 10, 576, 1473840869000, 1475533809000, 17, 5 
10.1.106.65, 142.163.0.82, 3544, 0, 8, 413, 1473840869000, 1475552238000, 17, 5 
10.1.104.180, 150.0.102.74, 3544, 0, 7, 722, 1473840869000, 1475770575000, 17, 5 
10.1.106.65, 105.140.102.94, 3544, 0, 8, 710, 1473840869000, 1475457533000, 17, 5 
10.1.106.65, 19.31.26.14, 3544, 0, 4, 852, 1473840869000, 1475024025000, 17, 5 
10.1.104.180, 75.43.129.23, 3544, 0, 7, 547, 1473840869000, 1475604561000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 6, 714, 1473840869000, 1475835139000, 17, 5 
10.1.104.180, 242.189.251.157, 3544, 0, 5, 575, 1473840870000, 1475398073000, 17, 5 
10.1.106.65, 157.244.251.71, 3544, 0, 7, 386, 1473840870000, 1474875495000, 17, 5 
10.1.104.180, 205.214.33.166, 3544, 0, 13, 706, 1473840870000, 1475667667000, 17, 5 
10.1.104.180, 225.152.84.26, 3544, 0, 5, 420, 1473840870000, 1474492828000, 17, 5 
10.1.104.180, 197.199.55.48, 3544, 0, 4, 498, 1473840870000, 1475787587000, 17, 5 
10.1.104.180, 216.225.216.96, 3544, 0, 6, 429, 1473840870000, 1475735802000, 17, 5 
10.1.104.180, 154.172.196.30, 3544, 0, 7, 534, 1473840870000, 1476616800000, 17, 5 
10.1.106.65, 154.214.70.111, 3544, 0, 7, 730, 1473840870000, 1475130881000, 17, 5 
10.1.104.180, 69.116.122.82, 3544, 0, 3, 691, 1473840870000, 1474934397000, 17, 5 
10.1.104.180, 26.243.187.248, 3544, 0, 4, 432, 1473840870000, 1475631283000, 17, 5 
10.1.104.180, 13.69.55.57, 3544, 0, 9, 510, 1473840870000, 1475890602000, 17, 5 
10.1.106.65, 63.161.204.93, 3544, 0, 10, 426, 1473840870000, 1475394261000, 17, 5 
10.1.104.180, 93.186.69.213, 3544, 0, 7, 414, 1473840870000, 1475646401000, 17, 5 
10.1.106.65, 23.38.155.82, 3544, 0, 6, 625, 1473840870000, 1475109312000, 17, 5 
